Geographic Area Name,Meaning of NAICS code,Meaning of Sex code,Meaning of Ethnicity code,Meaning of Race code,Meaning of Veteran code,Year,Number of employer firms,"Sales, value of shipments, or revenue of employer firms ($1,000)",Number of employees,"Annual payroll ($1,000)",Relative standard error of employer firms (%)
Maryland,Other services (except public administration)(663),Male,Total,Total,Veteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Total,Veteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Female,Non-Hispanic,Total,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Other services (except public administration)(663),Male,Non-Hispanic,Total,Veteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Total,Total,White,Veteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Male,Total,White,Veteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,White,Veteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Total,Total,Black or African American,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Other services (except public administration)(663),Female,Total,Black or African American,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Other services (except public administration)(663),Male,Total,Black or African American,Veteran,2019,D,D,20 to 99 employees,D,D
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Black or African American,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Other services (except public administration)(663),Total,Total,Asian,Veteran,2019,D,D,20 to 99 employees,D,D
Maryland,Other services (except public administration)(663),Male,Total,Asian,Veteran,2019,D,D,20 to 99 employees,D,D
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Asian,Veteran,2019,D,D,20 to 99 employees,D,D
Maryland,Other services (except public administration)(663),Total,Total,Minority,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Other services (except public administration)(663),Total,Total,Nonminority,Veteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Total,Total,Total,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Other services (except public administration)(663),Male,Total,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Other services (except public administration)(663),Equally male/female,Total,Total,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Total,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Other services (except public administration)(663),Male,Non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Other services (except public administration)(663),Equally male/female,Non-Hispanic,Total,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Other services (except public administration)(663),Total,Total,White,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Other services (except public administration)(663),Male,Total,White,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Other services (except public administration)(663),Equally male/female,Total,White,Equally veteran/nonveteran,2019,D,D,"1,000 to 2,499 employees",D,D
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,White,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Other services (except public administration)(663),Total,Total,Asian,Equally veteran/nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Other services (except public administration)(663),Equally male/female,Total,Asian,Equally veteran/nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Asian,Equally veteran/nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Other services (except public administration)(663),Total,Total,Minority,Equally veteran/nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Other services (except public administration)(663),Total,Total,Nonminority,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Other services (except public administration)(663),Total,Total,Total,Nonveteran,2019,6153,U,42777,1457973,11.3
Maryland,Other services (except public administration)(663),Female,Total,Total,Nonveteran,2019,1752,U,10630,323210,21.1
Maryland,Other services (except public administration)(663),Male,Total,Total,Nonveteran,2019,3122,U,22882,835505,19.7
Maryland,Other services (except public administration)(663),Equally male/female,Total,Total,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Other services (except public administration)(663),Total,Hispanic,Total,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Other services (except public administration)(663),Female,Hispanic,Total,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Other services (except public administration)(663),Male,Hispanic,Total,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Other services (except public administration)(663),Equally male/female,Hispanic,Total,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Other services (except public administration)(663),Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,S,S,100 to 249 employees,S,S
Maryland,Other services (except public administration)(663),Male,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Other services (except public administration)(663),Equally male/female,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,S,S,100 to 249 employees,S,S
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Total,Nonveteran,2019,5953,U,41930,1443109,11.8
Maryland,Other services (except public administration)(663),Female,Non-Hispanic,Total,Nonveteran,2019,1719,U,10271,316371,22.6
Maryland,Other services (except public administration)(663),Male,Non-Hispanic,Total,Nonveteran,2019,3087,U,22741,833088,19.2
Maryland,Other services (except public administration)(663),Equally male/female,Non-Hispanic,Total,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Other services (except public administration)(663),Total,Total,White,Nonveteran,2019,4688,U,36187,1260819,11.9
Maryland,Other services (except public administration)(663),Female,Total,White,Nonveteran,2019,1207,T,8298,265858,28
Maryland,Other services (except public administration)(663),Male,Total,White,Nonveteran,2019,2679,U,19988,724405,20
Maryland,Other services (except public administration)(663),Equally male/female,Total,White,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Other services (except public administration)(663),Total,Hispanic,White,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Other services (except public administration)(663),Total,Equally Hispanic/non-Hispanic,White,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,White,Nonveteran,2019,4525,U,35499,1248771,12.3
Maryland,Other services (except public administration)(663),Total,Total,Black or African American,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Female,Total,Black or African American,Nonveteran,2019,D,D,500 to 999 employees,D,D
Maryland,Other services (except public administration)(663),Male,Total,Black or African American,Nonveteran,2019,S,S,100 to 249 employees,S,S
Maryland,Other services (except public administration)(663),Equally male/female,Total,Black or African American,Nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Other services (except public administration)(663),Total,Equally Hispanic/non-Hispanic,Black or African American,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Black or African American,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Other services (except public administration)(663),Total,Total,Asian,Nonveteran,2019,1183,R,5015,129596,21.8
Maryland,Other services (except public administration)(663),Female,Total,Asian,Nonveteran,2019,479,R,2018,46870,34.6
Maryland,Other services (except public administration)(663),Male,Total,Asian,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Equally male/female,Total,Asian,Nonveteran,2019,376,O,1082,21095,37.6
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Asian,Nonveteran,2019,1183,R,5015,129596,21.8
Maryland,Other services (except public administration)(663),Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Other services (except public administration)(663),Female,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Other services (except public administration)(663),Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Other services (except public administration)(663),Total,Total,Minority,Nonveteran,2019,1561,T,6721,173921,17.5
Maryland,Other services (except public administration)(663),Total,Total,Equally minority/nonminority,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Other services (except public administration)(663),Total,Total,Nonminority,Nonveteran,2019,4414,U,34385,1219580,13.5
Maryland,Other services (except public administration)(663),Classifiable,Classifiable,Classifiable,Classifiable,2019,6779,W,47919,1656385,11
Maryland,Other services (except public administration)(663),Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,94,U,8799,383136,1.8
Maryland,Industries not classified,Total,Total,Total,Total,2019,186,L,306,5955,8.2
Maryland,Industries not classified,Female,Total,Total,Total,2019,33,K,39,1285,36.1
Maryland,Industries not classified,Male,Total,Total,Total,2019,131,L,236,4066,13.8
Maryland,Industries not classified,Equally male/female,Total,Total,Total,2019,23,I,32,604,40.3
Maryland,Industries not classified,Total,Non-Hispanic,Total,Total,2019,186,L,306,5955,8.2
Maryland,Industries not classified,Female,Non-Hispanic,Total,Total,2019,33,K,39,1285,36.1
Maryland,Industries not classified,Male,Non-Hispanic,Total,Total,2019,131,L,236,4066,13.8
Maryland,Industries not classified,Equally male/female,Non-Hispanic,Total,Total,2019,23,I,32,604,40.3
Maryland,Industries not classified,Total,Total,White,Total,2019,166,L,282,5396,10.1
Maryland,Industries not classified,Female,Total,White,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Male,Total,White,Total,2019,126,L,225,3783,14.2
Maryland,Industries not classified,Equally male/female,Total,White,Total,2019,18,I,26,498,50.1
Maryland,Industries not classified,Total,Non-Hispanic,White,Total,2019,166,L,282,5396,10.1
Maryland,Industries not classified,Female,Non-Hispanic,White,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Male,Non-Hispanic,White,Total,2019,126,L,225,3783,14.2
Maryland,Industries not classified,Equally male/female,Non-Hispanic,White,Total,2019,18,I,26,498,50.1
Maryland,Industries not classified,Total,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Female,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Male,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Equally male/female,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Female,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Male,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Equally male/female,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Female,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Male,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Equally male/female,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Female,Non-Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Male,Non-Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Equally male/female,Non-Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Total,Minority,Total,2019,21,I,24,559,38.3
Maryland,Industries not classified,Female,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Male,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Equally male/female,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Total,Nonminority,Total,2019,166,L,282,5396,10.1
Maryland,Industries not classified,Female,Total,Nonminority,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Male,Total,Nonminority,Total,2019,126,L,225,3783,14.2
Maryland,Industries not classified,Equally male/female,Total,Nonminority,Total,2019,18,I,26,498,50.1
Maryland,Industries not classified,Total,Total,Total,Veteran,2019,42,I,74,793,50.3
Maryland,Industries not classified,Male,Total,Total,Veteran,2019,42,I,74,793,50.3
Maryland,Industries not classified,Total,Non-Hispanic,Total,Veteran,2019,42,I,74,793,50.3
Maryland,Industries not classified,Male,Non-Hispanic,Total,Veteran,2019,42,I,74,793,50.3
Maryland,Industries not classified,Total,Total,White,Veteran,2019,42,I,74,793,50.3
Maryland,Industries not classified,Male,Total,White,Veteran,2019,42,I,74,793,50.3
Maryland,Industries not classified,Total,Non-Hispanic,White,Veteran,2019,42,I,74,793,50.3
Maryland,Industries not classified,Total,Total,Nonminority,Veteran,2019,42,I,74,793,50.3
Maryland,Industries not classified,Total,Total,Total,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Equally male/female,Total,Total,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Equally male/female,Non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Total,Total,White,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Equally male/female,Total,White,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,White,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Total,Total,Black or African American,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Equally male/female,Total,Black or African American,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,Black or African American,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Total,Minority,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Total,Nonminority,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Total,Total,Total,Nonveteran,2019,133,L,208,4843,16.7
Maryland,Industries not classified,Female,Total,Total,Nonveteran,2019,33,K,39,1285,36.1
Maryland,Industries not classified,Male,Total,Total,Nonveteran,2019,91,L,162,3273,23.5
Maryland,Industries not classified,Equally male/female,Total,Total,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,Total,Nonveteran,2019,133,L,208,4843,16.7
Maryland,Industries not classified,Female,Non-Hispanic,Total,Nonveteran,2019,33,K,39,1285,36.1
Maryland,Industries not classified,Male,Non-Hispanic,Total,Nonveteran,2019,91,L,162,3273,23.5
Maryland,Industries not classified,Equally male/female,Non-Hispanic,Total,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Total,White,Nonveteran,2019,115,L,186,4317,18.1
Maryland,Industries not classified,Female,Total,White,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Industries not classified,Male,Total,White,Nonveteran,2019,86,L,151,2990,22.7
Maryland,Industries not classified,Equally male/female,Total,White,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,White,Nonveteran,2019,115,L,186,4317,18.1
Maryland,Industries not classified,Total,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Female,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Male,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Total,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Female,Total,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Male,Total,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Equally male/female,Total,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Non-Hispanic,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Industries not classified,Total,Total,Minority,Nonveteran,2019,19,I,21,526,33.9
Maryland,Industries not classified,Total,Total,Nonminority,Nonveteran,2019,115,L,186,4317,18.1
Maryland,Industries not classified,Classifiable,Classifiable,Classifiable,Classifiable,2019,186,L,306,5955,8.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Total,Total,2019,51461,W,1190560,69822308,2.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Total,Total,2019,11456,W,110780,4693216,6.6
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Total,Total,2019,30854,W,406556,22350787,3.9
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Total,Total,2019,5660,W,66072,2417937,16.5
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Hispanic,Total,Total,2019,1197,U,17775,595729,18.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Hispanic,Total,Total,2019,S,S,"5,000 to 9,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Hispanic,Total,Total,2019,751,U,8971,391814,21.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Hispanic,Total,Total,2019,D,D,"1,000 to 2,499 employees",D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,2019,195,R,940,50601,38.7
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,2019,116,O,685,30747,54.9
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,Total,Total,2019,46582,W,564692,28815610,2.3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Non-Hispanic,Total,Total,2019,11080,W,102998,4510365,6.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Non-Hispanic,Total,Total,2019,30027,W,397329,21939119,4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Non-Hispanic,Total,Total,2019,5473,W,64365,2366126,16.3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,White,Total,2019,38926,W,501852,26176882,2.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,White,Total,2019,8686,W,93420,4006505,8.5
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,White,Total,2019,25938,W,356107,20101262,3.6
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,White,Total,2019,4300,W,52325,2069116,16.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Hispanic,White,Total,2019,1196,U,17775,595348,18.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Equally Hispanic/non-Hispanic,White,Total,2019,150,O,652,30330,49.6
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,White,Total,2019,37582,W,483425,25551204,2.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Black or African American,Total,2019,2755,U,36571,1517149,16.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Black or African American,Total,2019,1049,T,8854,354390,22.5
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Black or African American,Total,2019,1379,U,25864,1114539,19.1
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Black or African American,Total,2019,327,O,1853,48220,58.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Equally Hispanic/non-Hispanic,Black or African American,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,Black or African American,Total,2019,2715,U,36411,1513813,15.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,American Indian and Alaska Native,Total,2019,150,R,579,41845,50.7
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,American Indian and Alaska Native,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,American Indian and Alaska Native,Total,2019,70,R,362,32539,74.8
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Hispanic,American Indian and Alaska Native,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,American Indian and Alaska Native,Total,2019,147,R,579,41813,52.3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Asian,Total,2019,6334,W,47079,1790348,6.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Asian,Total,2019,1815,U,9364,391809,13.6
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Asian,Total,2019,3605,U,26106,1115829,11.8
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Asian,Total,2019,S,S,"10,000 to 24,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Equally Hispanic/non-Hispanic,Asian,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,Asian,Total,2019,6324,W,46942,1772837,6.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Minority,Total,2019,10407,W,102057,3945844,6.1
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Minority,Total,2019,3272,U,26140,934878,11.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Minority,Total,2019,5789,W,61304,2654585,9.8
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Minority,Total,2019,S,S,"10,000 to 24,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Equally minority/nonminority,Total,2019,491,R,3379,165188,27.6
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Equally minority/nonminority,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Equally minority/nonminority,Total,2019,164,R,946,75339,50.3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Total,2019,319,R,2407,88459,40.3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Nonminority,Total,2019,37074,W,477972,25350907,2.6
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Nonminority,Total,2019,8174,W,84615,3756947,7.7
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Nonminority,Total,2019,24902,W,344307,19620863,3.9
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Nonminority,Total,2019,3995,W,49051,1973097,16.5
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Total,Veteran,2019,3766,W,53920,3120857,14.3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Total,Veteran,2019,D,D,"1,000 to 2,499 employees",D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Total,Veteran,2019,3612,W,51656,2734600,15
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Total,Veteran,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Hispanic,Total,Veteran,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,Total,Veteran,2019,3688,W,53564,3103756,14
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,White,Veteran,2019,3529,W,51536,2863035,15.6
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Black or African American,Veteran,2019,S,S,"1,000 to 2,499 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,American Indian and Alaska Native,Veteran,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Asian,Veteran,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Minority,Veteran,2019,339,T,2766,277783,28.9
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Nonminority,Veteran,2019,3428,W,51153,2843074,15.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Total,Equally veteran/nonveteran,2019,S,S,"10,000 to 24,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Total,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Total,Equally veteran/nonveteran,2019,S,S,"10,000 to 24,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Total,Equally veteran/nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,Total,Equally veteran/nonveteran,2019,S,S,"10,000 to 24,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,White,Equally veteran/nonveteran,2019,S,S,"10,000 to 24,999 employees",S,S
